idx,ppq,accum_sample,exact_sample,frac_in,frac_out
340,3.5416666666666665,78094,78093.75,0.37499999984402166,0.12499999984402166
341,3.5520833333333335,78324,78323.4375,0.12499999984402166,-0.43750000015597834
342,3.571875,78759,78759.84375,-0.43750000015597834,0.40624999984402166
343,3.5822916666666664,78990,78989.53125,0.40624999984402166,-0.06250000015597834
344,3.5927083333333334,79219,79219.21875,-0.06250000015597834,0.15624999984402166
345,3.603125,79449,79448.90625,0.15624999984402166,0.06249999984402166
346,3.6135416666666664,79679,79678.59375,0.06249999984402166,-0.34375000015597834
347,3.6239583333333334,79908,79908.28125,-0.34375000015597834,-0.06250000015597834
348,3.625,79931,79931.25,-0.06250000015597834,0.18749999984402166
349,3.6354166666666665,80161,80160.9375,0.18749999984402166,0.12499999984402166
350,3.6458333333333335,80391,80390.625,0.12499999984402166,-0.25000000015597834
351,3.65625,80620,80620.3125,-0.25000000015597834,0.06249999984402166
352,3.6666666666666665,80850,80850.0,0.06249999984402166,0.06249999984402166
353,3.6770833333333335,81080,81079.6875,0.06249999984402166,-0.25000000015597834
354,3.696875,81516,81516.09375,-0.25000000015597834,-0.15625000015597834
355,3.7072916666666664,81746,81745.78125,-0.15625000015597834,-0.37500000015597834
356,3.7177083333333334,81975,81975.46875,-0.37500000015597834,0.09374999984402166
357,3.728125,82205,82205.15625,0.09374999984402166,0.24999999984402166
358,3.7385416666666664,82435,82434.84375,0.24999999984402166,0.09374999984402166
359,3.7489583333333334,82665,82664.53125,0.09374999984402166,-0.37500000015597834
360,3.75,82687,82687.5,-0.37500000015597834,0.12499999984402166
361,3.7604166666666665,82917,82917.1875,0.12499999984402166,0.31249999984402166
362,3.7708333333333335,83147,83146.875,0.31249999984402166,0.18749999984402166
363,3.78125,83377,83376.5625,0.18749999984402166,-0.25000000015597834
364,3.7916666666666665,83606,83606.25,-0.25000000015597834,-1.559783413540572e-10
365,3.8020833333333335,83836,83835.9375,-1.559783413540572e-10,-0.06250000015597834
366,3.821875,84272,84272.34375,-0.06250000015597834,0.28124999984402166
367,3.8322916666666664,84502,84502.03125,0.28124999984402166,0.31249999984402166
368,3.8427083333333334,84732,84731.71875,0.31249999984402166,0.03124999984402166
