idx,ppq,mixed_sample,exact_sample,role
626,6.520833333333333,143784,143784.375,secondary
627,6.53125,144014,144014.0625,secondary
628,6.541666666666667,144244,144243.75,secondary
629,6.552083333333333,144473,144473.4375,secondary
630,6.571875,144910,144909.84375,secondary
631,6.582291666666667,145140,145139.53125,secondary
632,6.592708333333333,145369,145369.21875,secondary
633,6.603125,145599,145598.90625,secondary
634,6.613541666666667,145829,145828.59375,secondary
635,6.623958333333333,146058,146058.28125,secondary
636,6.625,146081,146081.25,primary
637,6.635416666666667,146311,146310.9375,secondary
638,6.645833333333333,146540,146540.625,secondary
639,6.65625,146770,146770.3125,secondary
640,6.666666666666667,147000,147000.0,secondary
641,6.677083333333333,147229,147229.6875,secondary
642,6.696875,147666,147666.09375,secondary
643,6.707291666666667,147896,147895.78125,secondary
644,6.717708333333333,148125,148125.46875,secondary
645,6.728125,148355,148355.15625,secondary
646,6.738541666666667,148585,148584.84375,secondary
647,6.748958333333333,148815,148814.53125,secondary
648,6.75,148838,148837.5,primary
649,6.760416666666667,149068,149067.1875,secondary
650,6.770833333333333,149297,149296.875,secondary
651,6.78125,149527,149526.5625,secondary
652,6.791666666666667,149757,149756.25,secondary
653,6.802083333333333,149986,149985.9375,secondary
654,6.821875,150422,150422.34375,secondary
655,6.832291666666667,150652,150652.03125,secondary
656,6.842708333333333,150882,150881.71875,secondary
657,6.853125,151111,151111.40625,secondary
658,6.863541666666667,151341,151341.09375,secondary
659,6.873958333333333,151571,151570.78125,secondary
660,6.875,151594,151593.75,primary
661,6.885416666666667,151824,151823.4375,secondary
662,6.895833333333333,152053,152053.125,secondary
663,6.90625,152283,152282.8125,secondary
664,6.916666666666667,152513,152512.5,secondary
665,6.927083333333333,152742,152742.1875,secondary
666,6.946875,153179,153178.59375,secondary
667,6.957291666666667,153408,153408.28125,secondary
668,6.967708333333333,153638,153637.96875,secondary
669,6.978125,153868,153867.65625,secondary
670,6.988541666666667,154097,154097.34375,secondary
671,6.998958333333333,154327,154327.03125,secondary
672,7.0,154350,154350.0,primary
673,7.010416666666667,154580,154579.6875,secondary
674,7.020833333333333,154809,154809.375,secondary
675,7.03125,155039,155039.0625,secondary
676,7.041666666666667,155269,155268.75,secondary
677,7.052083333333333,155498,155498.4375,secondary
678,7.071875,155935,155934.84375,secondary
679,7.082291666666667,156165,156164.53125,secondary
680,7.092708333333333,156394,156394.21875,secondary
681,7.103125,156624,156623.90625,secondary
682,7.113541666666667,156854,156853.59375,secondary
683,7.123958333333333,157083,157083.28125,secondary
684,7.125,157106,157106.25,primary
685,7.135416666666667,157336,157335.9375,secondary
686,7.145833333333333,157565,157565.625,secondary
687,7.15625,157795,157795.3125,secondary
688,7.166666666666667,158025,158025.0,secondary
689,7.177083333333333,158254,158254.6875,secondary
690,7.196875,158691,158691.09375,secondary
691,7.207291666666667,158921,158920.78125,secondary
692,7.217708333333333,159150,159150.46875,secondary
693,7.228125,159380,159380.15625,secondary
694,7.238541666666667,159610,159609.84375,secondary
695,7.248958333333333,159840,159839.53125,secondary
696,7.25,159862,159862.5,primary
697,7.260416666666667,160092,160092.1875,secondary
698,7.270833333333333,160321,160321.875,secondary
699,7.28125,160551,160551.5625,secondary
700,7.291666666666667,160781,160781.25,secondary
701,7.302083333333333,161010,161010.9375,secondary
702,7.321875,161447,161447.34375,secondary
703,7.332291666666667,161677,161677.03125,secondary
704,7.342708333333333,161907,161906.71875,secondary
705,7.353125,162136,162136.40625,secondary
706,7.363541666666667,162366,162366.09375,secondary
707,7.373958333333333,162596,162595.78125,secondary
708,7.375,162619,162618.75,primary
709,7.385416666666667,162849,162848.4375,secondary
710,7.395833333333333,163078,163078.125,secondary
711,7.40625,163308,163307.8125,secondary
712,7.416666666666667,163538,163537.5,secondary
713,7.427083333333333,163767,163767.1875,secondary
714,7.446875,164204,164203.59375,secondary
715,7.457291666666667,164433,164433.28125,secondary
716,7.467708333333333,164663,164662.96875,secondary
717,7.478125,164893,164892.65625,secondary
718,7.488541666666667,165122,165122.34375,secondary
719,7.498958333333333,165352,165352.03125,secondary
720,7.5,165375,165375.0,primary
721,7.510416666666667,165605,165604.6875,secondary
722,7.520833333333333,165834,165834.375,secondary
723,7.53125,166064,166064.0625,secondary
724,7.541666666666667,166294,166293.75,secondary
725,7.552083333333333,166523,166523.4375,secondary
726,7.571875,166960,166959.84375,secondary
727,7.582291666666667,167190,167189.53125,secondary
728,7.592708333333333,167419,167419.21875,secondary
729,7.603125,167649,167648.90625,secondary
730,7.613541666666667,167879,167878.59375,secondary
731,7.623958333333333,168108,168108.28125,secondary
732,7.625,168131,168131.25,primary
733,7.635416666666667,168361,168360.9375,secondary
734,7.645833333333333,168590,168590.625,secondary
735,7.65625,168820,168820.3125,secondary
736,7.666666666666667,169050,169050.0,secondary
737,7.677083333333333,169279,169279.6875,secondary
738,7.696875,169716,169716.09375,secondary
739,7.707291666666667,169946,169945.78125,secondary
740,7.717708333333333,170175,170175.46875,secondary
741,7.728125,170405,170405.15625,secondary
742,7.738541666666667,170635,170634.84375,secondary
743,7.748958333333333,170865,170864.53125,secondary
744,7.75,170888,170887.5,primary
745,7.760416666666667,171118,171117.1875,secondary
746,7.770833333333333,171347,171346.875,secondary
747,7.78125,171577,171576.5625,secondary
748,7.791666666666667,171807,171806.25,secondary
749,7.802083333333333,172036,172035.9375,secondary
750,7.821875,172472,172472.34375,secondary
751,7.832291666666667,172702,172702.03125,secondary
752,7.842708333333333,172932,172931.71875,secondary
753,7.853125,173161,173161.40625,secondary
754,7.863541666666667,173391,173391.09375,secondary
755,7.873958333333333,173621,173620.78125,secondary
756,7.875,173644,173643.75,primary
757,7.885416666666667,173874,173873.4375,secondary
758,7.895833333333333,174103,174103.125,secondary
759,7.90625,174333,174332.8125,secondary
760,7.916666666666667,174563,174562.5,secondary
761,7.927083333333333,174792,174792.1875,secondary
762,7.946875,175229,175228.59375,secondary
763,7.957291666666667,175458,175458.28125,secondary
764,7.967708333333333,175688,175687.96875,secondary
765,7.978125,175918,175917.65625,secondary
766,7.988541666666667,176147,176147.34375,secondary
767,7.998958333333333,176377,176377.03125,secondary
768,8.0,176400,176400.0,primary
769,8.010416666666666,176630,176629.6875,secondary
770,8.020833333333334,176859,176859.375,secondary
771,8.03125,177089,177089.0625,secondary
772,8.041666666666666,177319,177318.75,secondary
773,8.052083333333334,177548,177548.4375,secondary
774,8.071875,177985,177984.84375,secondary
775,8.082291666666666,178215,178214.53125,secondary
776,8.092708333333334,178444,178444.21875000003,secondary
777,8.103125,178674,178673.90625,secondary
778,8.113541666666666,178904,178903.59375,secondary
779,8.123958333333334,179133,179133.28125000003,secondary
780,8.125,179156,179156.25,primary
781,8.135416666666666,179386,179385.9375,secondary
782,8.145833333333334,179615,179615.625,secondary
783,8.15625,179845,179845.3125,secondary
784,8.166666666666666,180075,180075.0,secondary
785,8.177083333333334,180304,180304.6875,secondary
786,8.196875,180741,180741.09375,secondary
787,8.207291666666666,180971,180970.78125,secondary
788,8.217708333333334,181200,181200.46875000003,secondary
789,8.228125,181430,181430.15625,secondary
790,8.238541666666666,181660,181659.84375,secondary
791,8.248958333333334,181890,181889.53125000003,secondary
792,8.25,181912,181912.5,primary
793,8.260416666666666,182142,182142.1875,secondary
794,8.270833333333334,182371,182371.875,secondary
795,8.28125,182601,182601.5625,secondary
796,8.291666666666666,182831,182831.25,secondary
797,8.302083333333334,183060,183060.9375,secondary
798,8.321875,183497,183497.34375,secondary
799,8.332291666666666,183727,183727.03125,secondary
800,8.342708333333334,183957,183956.71875000003,secondary
801,8.353125,184186,184186.40625,secondary
802,8.363541666666666,184416,184416.09375,secondary
803,8.373958333333334,184646,184645.78125000003,secondary
804,8.375,184669,184668.75,primary
805,8.385416666666666,184899,184898.4375,secondary
806,8.395833333333334,185128,185128.125,secondary
807,8.40625,185358,185357.8125,secondary
808,8.416666666666666,185588,185587.5,secondary
809,8.427083333333334,185817,185817.1875,secondary
810,8.446875,186254,186253.59375,secondary
811,8.457291666666666,186483,186483.28125,secondary
812,8.467708333333334,186713,186712.96875000003,secondary
813,8.478125,186943,186942.65625,secondary
814,8.488541666666666,187172,187172.34375,secondary
815,8.498958333333334,187402,187402.03125000003,secondary
816,8.5,187425,187425.0,primary
817,8.510416666666666,187655,187654.6875,secondary
818,8.520833333333334,187884,187884.375,secondary
819,8.53125,188114,188114.0625,secondary
820,8.541666666666666,188344,188343.75,secondary
821,8.552083333333334,188573,188573.4375,secondary
822,8.571875,189010,189009.84375,secondary
823,8.582291666666666,189240,189239.53125,secondary
824,8.592708333333334,189469,189469.21875000003,secondary
825,8.603125,189699,189698.90625,secondary
826,8.613541666666666,189929,189928.59375,secondary
827,8.623958333333334,190158,190158.28125000003,secondary
828,8.625,190181,190181.25,primary
829,8.635416666666666,190411,190410.9375,secondary
830,8.645833333333334,190640,190640.625,secondary
831,8.65625,190870,190870.3125,secondary
832,8.666666666666666,191100,191100.0,secondary
833,8.677083333333334,191329,191329.6875,secondary
834,8.696875,191766,191766.09375,secondary
835,8.707291666666666,191996,191995.78125,secondary
836,8.717708333333334,192225,192225.46875000003,secondary
837,8.728125,192455,192455.15625,secondary
838,8.738541666666666,192685,192684.84375,secondary
839,8.748958333333334,192915,192914.53125000003,secondary
840,8.75,192938,192937.5,primary
841,8.760416666666666,193168,193167.1875,secondary
842,8.770833333333334,193397,193396.875,secondary
843,8.78125,193627,193626.5625,secondary
844,8.791666666666666,193857,193856.25,secondary
845,8.802083333333334,194086,194085.9375,secondary
846,8.821875,194522,194522.34375,secondary
847,8.832291666666666,194752,194752.03125,secondary
848,8.842708333333334,194982,194981.71875000003,secondary
849,8.853125,195211,195211.40625,secondary
850,8.863541666666666,195441,195441.09375,secondary
851,8.873958333333334,195671,195670.78125000003,secondary
852,8.875,195694,195693.75,primary
853,8.885416666666666,195924,195923.4375,secondary
854,8.895833333333334,196153,196153.125,secondary
855,8.90625,196383,196382.8125,secondary
856,8.916666666666666,196613,196612.5,secondary
857,8.927083333333334,196842,196842.1875,secondary
858,8.946875,197279,197278.59375,secondary
859,8.957291666666666,197508,197508.28125,secondary
860,8.967708333333334,197738,197737.96875000003,secondary
861,8.978125,197968,197967.65625,secondary
862,8.988541666666666,198197,198197.34375,secondary
863,8.998958333333334,198427,198427.03125000003,secondary
864,9.0,198450,198450.0,primary
865,9.010416666666666,198680,198679.6875,secondary
866,9.020833333333334,198909,198909.375,secondary
867,9.03125,199139,199139.0625,secondary
868,9.041666666666666,199369,199368.75,secondary
869,9.052083333333334,199598,199598.4375,secondary
870,9.071875,200035,200034.84375,secondary
871,9.082291666666666,200265,200264.53125,secondary
872,9.092708333333334,200494,200494.21875000003,secondary
873,9.103125,200724,200723.90625,secondary
874,9.113541666666666,200954,200953.59375,secondary
875,9.123958333333334,201183,201183.28125000003,secondary
876,9.125,201206,201206.25,primary
877,9.135416666666666,201436,201435.9375,secondary
878,9.145833333333334,201665,201665.625,secondary
879,9.15625,201895,201895.3125,secondary
880,9.166666666666666,202125,202125.0,secondary
881,9.177083333333334,202354,202354.6875,secondary
882,9.196875,202791,202791.09375,secondary
883,9.207291666666666,203021,203020.78125,secondary
884,9.217708333333334,203250,203250.46875000003,secondary
885,9.228125,203480,203480.15625,secondary
886,9.238541666666666,203710,203709.84375,secondary
887,9.248958333333334,203940,203939.53125000003,secondary
888,9.25,203962,203962.5,primary
889,9.260416666666666,204192,204192.1875,secondary
890,9.270833333333334,204421,204421.875,secondary
891,9.28125,204651,204651.5625,secondary
892,9.291666666666666,204881,204881.25,secondary
893,9.302083333333334,205110,205110.9375,secondary
894,9.321875,205547,205547.34375,secondary
895,9.332291666666666,205777,205777.03125,secondary
896,9.342708333333334,206007,206006.71875000003,secondary
897,9.353125,206236,206236.40625,secondary
898,9.363541666666666,206466,206466.09375,secondary
899,9.373958333333334,206696,206695.78125000003,secondary
900,9.375,206719,206718.75,primary
901,9.385416666666666,206949,206948.4375,secondary
902,9.395833333333334,207178,207178.125,secondary
903,9.40625,207408,207407.8125,secondary
904,9.416666666666666,207638,207637.5,secondary
905,9.427083333333334,207867,207867.1875,secondary
906,9.446875,208304,208303.59375,secondary
907,9.457291666666666,208533,208533.28125,secondary
908,9.467708333333334,208763,208762.96875000003,secondary
909,9.478125,208993,208992.65625,secondary
910,9.488541666666666,209222,209222.34375,secondary
911,9.498958333333334,209452,209452.03125000003,secondary
912,9.5,209475,209475.0,primary
913,9.510416666666666,209705,209704.6875,secondary
914,9.520833333333334,209934,209934.375,secondary
915,9.53125,210164,210164.0625,secondary
916,9.541666666666666,210394,210393.75,secondary
917,9.552083333333334,210623,210623.4375,secondary
918,9.571875,211060,211059.84375,secondary
919,9.582291666666666,211290,211289.53125,secondary
920,9.592708333333334,211519,211519.21875000003,secondary
921,9.603125,211749,211748.90625,secondary
922,9.613541666666666,211979,211978.59375,secondary
923,9.623958333333334,212208,212208.28125000003,secondary
924,9.625,212231,212231.25,primary
925,9.635416666666666,212461,212460.9375,secondary
926,9.645833333333334,212690,212690.625,secondary
927,9.65625,212920,212920.3125,secondary
928,9.666666666666666,213150,213150.0,secondary
